,PLATFRMID,NAME,STATUS,OPERNAME,COMMODITY,LATITUDE,LONGITUDE,age,WATERDEPTH,DISTLAND,REGION,kmeans_3_label,kmeans_4_label,kmeans_5_label,kmeans_6_label,kmeans_7_label
2072,GOM05914,A,IN SERVICE,ANKOR ENERGY LLC,NATURAL GAS,30.137954087,-88.0025432088,29.905544147843944,58,5,GULF OF MEXICO,0,3,3,5,2
2073,GOM05916,21,IN SERVICE,CHEVRON USA INC.,BOTH,28.8664965102,-90.4916218643,34.90485968514716,61,13,GULF OF MEXICO,0,1,4,4,4
2074,GOM05919,23,IN SERVICE,CHEVRON USA INC.,BOTH,28.8817131728,-90.4743396451,37.90554414784394,60,11,GULF OF MEXICO,1,0,0,0,0
2075,GOM05920,A,IN SERVICE,"WHISTLER ENERGY II, LLC",BOTH,27.9439865085,-91.029180316,37.90554414784394,750,96,GULF OF MEXICO,1,0,0,0,6
2076,GOM05927,6,IN SERVICE,STONE ENERGY CORP.,NONE,28.828617662,-90.9082770096,36.90622861054072,49,19,GULF OF MEXICO,1,0,0,0,0
2077,GOM05930,A-VALVE,IN SERVICE,SHELL PIPELINE CO. LP,UNKNOWN,29.1115306475,-91.1605077306,56.90622861054072,12,6,GULF OF MEXICO,2,2,1,3,5
2078,GOM05931,P-VALVE,IN SERVICE,SHELL PIPELINE CO. LP,UNKNOWN,29.111599534,-91.1606413467,27.24435318275154,12,6,GULF OF MEXICO,1,0,0,0,6
2079,GOM05933,JA,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.3804354192,-90.7746269156,36.90622861054072,145,45,GULF OF MEXICO,1,0,0,0,0
2080,GOM05937,C (5),IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.8457058381,-90.4617964343,36.90622861054072,62,14,GULF OF MEXICO,2,2,1,3,5
2081,GOM05941,D,IN SERVICE,"FAIRWAYS OFFSHORE EXPLORATION, INC.",UNKNOWN,28.7618467909,-90.6750701214,36.90622861054072,63,25,GULF OF MEXICO,1,0,0,0,0
2082,GOM05951,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,UNKNOWN,28.927238842,-91.3040387004,43.90691307323751,24,28,GULF OF MEXICO,1,0,0,0,0
2083,GOM05952,11,IN SERVICE,"W & T OFFSHORE, INC.",NATURAL GAS,29.1072579854,-91.2624525222,35.90691307323751,18,8,GULF OF MEXICO,0,1,4,4,4
2084,GOM05955,A-BULLWINKLE,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,27.8833598881,-90.9015976015,35.90691307323751,1353,79,GULF OF MEXICO,1,0,0,0,6
2085,GOM05956,JB,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.3849151873,-90.8105788824,36.90622861054072,115,48,GULF OF MEXICO,0,1,2,1,1
2086,GOM05957,SJ,IN SERVICE,CHEVRON USA INC.,BOTH,29.0255018806,-90.1610001909,35.90691307323751,46,5,GULF OF MEXICO,2,2,1,2,3
2087,GOM05958,20,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.9779922007,-90.7406766372,35.90691307323751,40,4,GULF OF MEXICO,1,0,0,0,0
2088,GOM05960,H,IN SERVICE,GOM SHELF LLC,BOTH,28.9813592678,-89.9774534901,35.90691307323751,91,20,GULF OF MEXICO,1,0,0,0,6
2089,GOM05963,A,IN SERVICE,"NORTHSTAR OFFSHORE GROUP, LLC",BOTH,28.5445310062,-91.2337567623,35.90691307323751,112,38,GULF OF MEXICO,1,0,0,0,0
2090,GOM05967,C,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.3112940254,-91.2090142772,34.90485968514716,210,53,GULF OF MEXICO,0,1,2,1,1
2091,GOM05970,CPP,IN SERVICE,"MC OFFSHORE PETROLEUM, LLC",BOTH,27.8998170032,-91.5102705774,34.90485968514716,604,86,GULF OF MEXICO,1,0,0,0,0
2092,GOM05971,A,IN SERVICE,"MC OFFSHORE PETROLEUM, LLC",BOTH,27.8991590194,-91.5094955405,34.90485968514716,604,86,GULF OF MEXICO,0,3,3,5,2
2093,GOM05973,Q,IN SERVICE,STONE ENERGY CORP.,BOTH,28.8248849051,-90.9012424208,34.90485968514716,50,15,GULF OF MEXICO,0,1,4,2,3
2094,GOM05975,30,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.9828989436,-91.479540659,34.90485968514716,36,21,GULF OF MEXICO,0,2,1,2,3
2095,GOM05976,R,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.9650940047,-91.4713004721,34.90485968514716,40,22,GULF OF MEXICO,2,2,1,3,5
2096,GOM05982,DA,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.8792697072,-91.1743394666,34.90485968514716,22,17,GULF OF MEXICO,0,1,2,1,1
2097,GOM05984,42,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.8601700497,-91.121914468,34.90485968514716,23,26,GULF OF MEXICO,2,2,1,3,5
2098,GOM05987,A-JOLLIET TLP,IN SERVICE,"MC OFFSHORE PETROLEUM, LLC",BOTH,27.7676214777,-91.5161853116,34.90485968514716,1760,94,GULF OF MEXICO,2,2,1,3,5
2099,GOM05988,2,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.9717879485,-90.7597915861,34.90485968514716,41,5,GULF OF MEXICO,0,1,2,1,1
2100,GOM05989,F,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,28.971793949,-90.759751586,32.90622861054072,41,5,GULF OF MEXICO,0,1,4,4,4
2101,GOM05990,4,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,28.9718209491,-90.7597195863,32.90622861054072,41,5,GULF OF MEXICO,2,2,1,3,6
2102,GOM05992,5,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.9718209496,-90.7596885861,31.906913073237508,41,5,GULF OF MEXICO,1,0,0,0,6
2103,GOM05993,20,IN SERVICE,"W & T OFFSHORE, INC.",NONE,29.0886194357,-91.2858611126,34.90485968514716,15,10,GULF OF MEXICO,1,0,0,0,0
2104,GOM05994,A,IN SERVICE,"ROOSTER PETROLEUM, LLC",BOTH,29.3004440463,-91.7176752287,34.90485968514716,16,13,GULF OF MEXICO,2,2,1,3,5
2105,GOM05997,O,IN SERVICE,STONE ENERGY CORP.,BOTH,28.8736166537,-90.8251221843,34.90485968514716,28,11,GULF OF MEXICO,2,2,1,3,5
2106,GOM05998,A,IN SERVICE,MONFORTE EXPLORATION LLC,BOTH,28.2995669051,-91.0876746191,34.90485968514716,218,52,GULF OF MEXICO,0,1,4,4,4
2107,GOM05999,A,IN SERVICE,"APACHE SHELF, INC.",UNKNOWN,28.2445830131,-91.4574132949,34.90485968514716,257,63,GULF OF MEXICO,2,2,1,3,5
2108,GOM06004,5,IN SERVICE,MCMORAN OIL & GAS LLC,BOTH,28.983782558,-90.8335241007,34.90485968514716,26,3,GULF OF MEXICO,1,0,0,0,0
2109,GOM06005,7,IN SERVICE,STONE ENERGY CORP.,BOTH,28.8173085451,-90.8449311194,33.90554414784394,55,15,GULF OF MEXICO,1,0,0,0,6
2110,GOM06020,I,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",UNKNOWN,29.0798426105,-92.5289199221,35.90691307323751,70,33,GULF OF MEXICO,1,0,0,0,6
2111,GOM06031,A,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",UNKNOWN,29.3575479006,-93.086139252,37.90554414784394,48,25,GULF OF MEXICO,0,1,2,1,1
2112,GOM06035,2,IN SERVICE,APACHE CORP.,UNKNOWN,29.3554109175,-93.5478158963,37.90554414784394,46,27,GULF OF MEXICO,1,0,0,0,6
2113,GOM06036,A,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,29.1657289596,-93.4741866861,37.90554414784394,61,41,GULF OF MEXICO,1,0,0,0,0
2114,GOM06038,F,IN SERVICE,CHEVRON USA INC.,BOTH,28.571073159,-92.4455458282,38.90485968514716,133,66,GULF OF MEXICO,1,0,0,0,0
2115,GOM06043,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,29.3298309393,-93.5961757364,34.90485968514716,45,27,GULF OF MEXICO,1,0,0,0,0
2116,GOM06054,A,IN SERVICE,"LINDER OIL CO., A PARTNERSHIP",NONE,29.4073418127,-93.4051305808,34.90485968514716,43,24,GULF OF MEXICO,1,0,0,0,0
2117,GOM06061,A,IN SERVICE,APACHE CORP.,UNKNOWN,28.2326834983,-93.207307998,37.90554414784394,200,99,GULF OF MEXICO,0,2,1,2,3
2118,GOM06062,A-AUX,IN SERVICE,APACHE CORP.,UNKNOWN,28.2326834983,-93.207307998,37.90554414784394,200,99,GULF OF MEXICO,1,0,0,0,0
2119,GOM06065,B,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",UNKNOWN,29.3712923368,-93.0708208113,36.90622861054072,48,23,GULF OF MEXICO,0,1,2,1,1
2120,GOM06069,2,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.3832417344,-93.6370210289,36.90622861054072,42,23,GULF OF MEXICO,2,2,1,3,6
2121,GOM06070,3,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.3833003462,-93.6367962754,29.232032854209447,42,23,GULF OF MEXICO,1,0,0,0,0
2122,GOM06073,C,IN SERVICE,ATP OIL & GAS CORP.,UNKNOWN,28.2680853204,-93.0025661764,37.90554414784394,200,93,GULF OF MEXICO,2,2,1,3,5
2123,GOM06075,A,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",BOTH,28.0742938076,-92.6990887324,35.90691307323751,313,103,GULF OF MEXICO,1,0,0,0,0
2124,GOM06081,A,IN SERVICE,"CENTURY EXPLORATION NEW ORLEANS, LLC",UNKNOWN,28.9089913193,-93.3019003464,35.90691307323751,75,58,GULF OF MEXICO,0,1,2,1,1
2125,GOM06083,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.2828878594,-92.4538283864,35.90691307323751,38,18,GULF OF MEXICO,1,0,0,0,6
2126,GOM06086,K-1,IN SERVICE,"EPL OIL & GAS, INC.",NONE,29.4261461002,-92.5024877258,36.90622861054072,45,9,GULF OF MEXICO,1,0,0,0,0
2127,GOM06087,K,IN SERVICE,"EPL OIL & GAS, INC.",BOTH,29.4261851026,-92.5027077308,35.90691307323751,45,9,GULF OF MEXICO,1,0,0,0,0
2128,GOM06119,10 & 12,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.4288514622,-93.1562651141,34.90485968514716,45,22,GULF OF MEXICO,1,0,0,0,0
2129,GOM06128,C,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",UNKNOWN,29.3385653414,-93.0734091878,34.90485968514716,49,25,GULF OF MEXICO,0,1,2,1,1
2130,GOM06172,11,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.5145757738,-93.2781360231,32.32580424366872,39,17,GULF OF MEXICO,1,0,0,0,0
2131,GOM06173,A (TICK),IN SERVICE,CHEVRON USA INC.,BOTH,27.7788429337,-93.3096461648,32.90622861054072,720,130,GULF OF MEXICO,1,0,0,0,6
2132,GOM06174,A  1 FS/BRIDGE,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",BOTH,29.6216797215,-93.3827537831,31.4031485284052,36,9,GULF OF MEXICO,0,1,2,1,1
2133,GOM06175,B 1FS/BRIDGE,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",NATURAL GAS,29.6213347361,-93.3826627876,27.811088295687885,36,9,GULF OF MEXICO,1,0,0,0,0
2134,GOM06182,12,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.5134449151,-93.2914522444,30.63655030800821,40,17,GULF OF MEXICO,2,2,1,3,5
2135,GOM06183,A,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",UNKNOWN,29.425543847,-93.0842165627,30.04243668720055,50,20,GULF OF MEXICO,0,3,3,5,2
2136,GOM06184,A,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,29.6247074815,-93.7507829462,30.663928815879533,35,6,GULF OF MEXICO,2,2,1,3,5
2137,GOM06190,A,IN SERVICE,"TRITON GATHERING, LLC",UNKNOWN,27.7881252159,-93.1880851317,30.299794661190965,721,128,GULF OF MEXICO,0,1,2,1,1
2138,GOM06193,3,IN SERVICE,APACHE CORP.,UNKNOWN,29.3579259835,-93.5388297542,30.90485968514716,47,27,GULF OF MEXICO,1,0,0,0,0
2139,GOM06198,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.1635271498,-90.3586600396,35.90691307323751,483,61,GULF OF MEXICO,1,0,0,0,0
2140,GOM06199,124,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,29.0220629636,-90.2713979484,34.90485968514716,40,3,GULF OF MEXICO,2,2,1,3,5
2141,GOM06200,A,IN SERVICE,PROBE RESOURCES US LTD.,UNKNOWN,28.4495270249,-90.6853209487,33.90554414784394,130,40,GULF OF MEXICO,1,0,0,0,6
2142,GOM06212,A,IN SERVICE,ENI US OPERATING CO. INC.,NONE,28.9013302812,-89.6144717555,34.90485968514716,210,11,GULF OF MEXICO,1,0,0,0,6
2143,GOM06215,A,IN SERVICE,TANA EXPLORATION CO. LLC,UNKNOWN,29.0223502183,-89.6638241427,34.90485968514716,124,15,GULF OF MEXICO,1,0,0,0,0
2144,GOM06224,A,IN SERVICE,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,BOTH,30.1396697721,-88.0785960432,33.90554414784394,47,5,GULF OF MEXICO,2,2,1,3,5
2145,GOM06228,B,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.4339207776,-90.3470103594,33.90554414784394,161,40,GULF OF MEXICO,1,0,0,0,0
2146,GOM06229,D,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,29.5522905055,-88.6723719032,33.90554414784394,65,41,GULF OF MEXICO,2,2,1,3,5
2147,GOM06230,B,IN SERVICE,"W & T OFFSHORE, INC.",UNKNOWN,29.6334012199,-88.7550965956,17.905544147843944,47,49,GULF OF MEXICO,1,0,0,0,0
2148,GOM06231,4,IN SERVICE,"W & T OFFSHORE, INC.",UNKNOWN,29.6333342921,-88.755189632,21.90280629705681,47,49,GULF OF MEXICO,1,0,0,0,0
2149,GOM06237,B,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.904908484,-89.5317199201,33.90554414784394,143,6,GULF OF MEXICO,1,0,0,0,6
2150,GOM06240,A,IN SERVICE,"W & T ENERGY VI, LLC",BOTH,29.3611184795,-87.8858270942,33.90554414784394,277,59,GULF OF MEXICO,1,0,0,0,0
2151,GOM06241,B,IN SERVICE,"W & T ENERGY VI, LLC",UNKNOWN,29.3607858043,-87.8847714932,27.561943874058866,277,59,GULF OF MEXICO,0,1,4,2,3
2152,GOM06244,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,29.511665476,-88.6991697669,33.90554414784394,65,18,GULF OF MEXICO,0,1,2,1,1
2153,GOM06245,2,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,NONE,29.505910432,-88.7198888961,33.90554414784394,65,17,GULF OF MEXICO,0,1,2,1,1
2154,GOM06249,A-PROCESS,IN SERVICE,SHELL OFFSHORE INC.,UNKNOWN,28.6619653979,-89.5513661197,33.90554414784394,369,19,GULF OF MEXICO,1,0,0,0,0
2155,GOM06250,B,IN SERVICE,SHELL OFFSHORE INC.,UNKNOWN,28.661294042,-89.551505657,24.254620123203285,369,19,GULF OF MEXICO,2,2,1,3,5
2156,GOM06251,C,IN SERVICE,SHELL OFFSHORE INC.,UNKNOWN,28.661852459,-89.5521193886,,369,19,GULF OF MEXICO,2,2,1,3,5
2157,GOM06253,A,IN SERVICE,"ARENA OFFSHORE, LP",BOTH,28.7835802012,-89.2422749224,33.90554414784394,467,13,GULF OF MEXICO,1,0,0,0,6
2158,GOM06254,A,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.4301330026,-90.3082321628,35.90691307323751,173,43,GULF OF MEXICO,0,1,4,4,4
2159,GOM06257,A,IN SERVICE,CHEVRON USA INC.,UNKNOWN,29.9764402695,-88.604711873,33.90554414784394,89,24,GULF OF MEXICO,1,0,0,0,6
2160,GOM06264,14,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,29.1313823219,-89.5790833227,32.90622861054072,35,6,GULF OF MEXICO,1,0,0,0,6
2161,GOM06266,BA,IN SERVICE,CHEVRON USA INC.,BOTH,29.2838743137,-88.7711088485,32.90622861054072,205,15,GULF OF MEXICO,1,0,0,0,0
2162,GOM06269,A,IN SERVICE,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,BOTH,30.1891617917,-88.1631323162,32.90622861054072,65,3,GULF OF MEXICO,2,2,1,3,5
2163,GOM06271,A,IN SERVICE,CHEVRON USA INC.,UNKNOWN,29.9731842766,-88.6041918763,32.90622861054072,77,12,GULF OF MEXICO,1,0,0,0,0
2164,GOM06272,A,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,29.9260694083,-88.4784093665,32.90622861054072,102,18,GULF OF MEXICO,1,0,0,0,6
2165,GOM06273,B,IN SERVICE,FREEPORT-MCMORAN ENERGY LLC,BOTH,29.2688618136,-88.7559952452,32.90622861054072,209,15,GULF OF MEXICO,1,0,0,0,6
2166,GOM06274,BW-CONTROL,IN SERVICE,FREEPORT-MCMORAN ENERGY LLC,UNKNOWN,29.2794923935,-88.7580752013,32.90622861054072,209,16,GULF OF MEXICO,2,2,1,2,3
2167,GOM06275,PRD1RIG,IN SERVICE,FREEPORT-MCMORAN ENERGY LLC,UNKNOWN,29.2658789538,-88.7581734088,32.90622861054072,210,14,GULF OF MEXICO,0,1,2,1,1
2168,GOM06276,PRD2RIG,IN SERVICE,FREEPORT-MCMORAN ENERGY LLC,UNKNOWN,29.2677659172,-88.7632386582,32.90622861054072,210,14,GULF OF MEXICO,1,0,0,0,6
2169,GOM06278,STR,IN SERVICE,FREEPORT-MCMORAN ENERGY LLC,UNKNOWN,29.2609532939,-88.7748463962,32.90622861054072,210,14,GULF OF MEXICO,1,0,0,0,0
2170,GOM06280,A (CORRAL),IN SERVICE,ENI US OPERATING CO. INC.,BOTH,28.6012146738,-89.3113559784,31.906913073237508,619,22,GULF OF MEXICO,0,3,3,5,2
2171,GOM06281,FP,IN SERVICE,FREEPORT-MCMORAN ENERGY LLC,UNKNOWN,29.2649371063,-88.7721251874,32.90622861054072,209,14,GULF OF MEXICO,1,0,0,0,0
2172,GOM06282,19,IN SERVICE,MEDCO ENERGI US LLC,BOTH,29.3073811493,-89.0514506651,32.90622861054072,36,5,GULF OF MEXICO,1,0,0,0,6
2173,GOM06284,F,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",BOTH,28.7859202046,-90.2350451409,41.90554414784394,50,19,GULF OF MEXICO,1,0,0,0,0
2174,GOM06285,45,IN SERVICE,"WHITNEY OIL & GAS, LLC",NONE,28.9787103604,-89.2625325325,58.90485968514716,50,4,GULF OF MEXICO,1,0,0,0,0
2175,GOM06286,A,IN SERVICE,CHEVRON USA INC.,BOTH,28.937045303,-90.3139664053,32.90622861054072,56,8,GULF OF MEXICO,1,0,0,0,0
2176,GOM06288,A-AMBERJACK,IN SERVICE,STONE ENERGY CORP.,BOTH,28.8649159507,-88.9308313705,32.90622861054072,1100,15,GULF OF MEXICO,1,0,0,0,0
2177,GOM06291,Q-PRD,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,30.1758437366,-88.2423450913,32.90622861054072,55,4,GULF OF MEXICO,0,1,2,1,1
2178,GOM06292,A-QRT,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,30.1758437366,-88.2423450913,32.90622861054072,55,4,GULF OF MEXICO,1,0,0,0,0
2179,GOM06294,A-PRD,IN SERVICE,CALLON PETROLEUM OPERATING CO.,UNKNOWN,30.1083636463,-88.3257586472,32.21081451060917,65,8,GULF OF MEXICO,1,0,0,0,0
2180,GOM06295,A,IN SERVICE,CALLON PETROLEUM OPERATING CO.,UNKNOWN,30.1086786382,-88.3261806633,32.90622861054072,65,8,GULF OF MEXICO,2,2,1,3,5
2181,GOM06296,A,IN SERVICE,APACHE CORP.,UNKNOWN,28.8414910453,-89.139620568,32.90622861054072,531,8,GULF OF MEXICO,1,0,0,0,0
2182,GOM06298,A-ALABASTER,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.5466831467,-89.929680349,32.1533196440794,476,40,GULF OF MEXICO,1,0,0,0,0
2183,GOM06299,AW,IN SERVICE,UNION OIL CO. OF CALIFORNIA,NATURAL GAS,30.0945937599,-87.8831820146,29.620807665982205,61,9,GULF OF MEXICO,0,1,2,1,1
2184,GOM06300,AP,IN SERVICE,UNION OIL CO. OF CALIFORNIA,UNKNOWN,30.0943707242,-87.8832211446,28.980150581793293,61,9,GULF OF MEXICO,1,0,0,0,6
2185,GOM06301,AQ,IN SERVICE,UNION OIL CO. OF CALIFORNIA,UNKNOWN,30.0939557722,-87.8832235221,28.980150581793293,61,9,GULF OF MEXICO,1,0,0,0,0
2186,GOM06302,NOT AVAILABLE,IN SERVICE,UNION OIL CO. OF CALIFORNIA,UNKNOWN,30.0945937799,-87.8831820146,28.966461327857637,61,9,GULF OF MEXICO,1,0,0,0,0
2187,GOM06303,A,IN SERVICE,FREEPORT-MCMORAN ENERGY LLC,BOTH,29.2634250635,-88.7592615048,32.90622861054072,212,15,GULF OF MEXICO,1,0,0,0,6
2188,GOM06306,B,IN SERVICE,"ARENA OFFSHORE, LP",NONE,28.6397872044,-91.6112482241,34.90485968514716,110,46,GULF OF MEXICO,1,0,0,0,0
2189,GOM06307,7,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,28.6185539042,-91.2486860616,33.90554414784394,92,34,GULF OF MEXICO,0,1,4,4,4
2190,GOM06310,JA,IN SERVICE,"SOJITZ ENERGY VENTURE, INC.",UNKNOWN,29.2987087964,-91.6273824099,33.90554414784394,13,15,GULF OF MEXICO,1,0,0,0,0
2191,GOM06312,B,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.2169995488,-91.604386453,33.90554414784394,22,15,GULF OF MEXICO,0,2,1,2,3
2192,GOM06313,A,IN SERVICE,TALOS ENERGY OFFSHORE LLC,BOTH,28.841919942,-90.9468461339,23.82751540041068,41,14,GULF OF MEXICO,1,0,0,0,0
2193,GOM06314,A-AUX,IN SERVICE,TALOS ENERGY OFFSHORE LLC,UNKNOWN,28.8419499622,-90.9467710733,,41,14,GULF OF MEXICO,0,1,4,2,3
2194,GOM06315,B-COMP,IN SERVICE,TALOS ENERGY OFFSHORE LLC,UNKNOWN,28.8421137828,-90.9463769501,15.668720054757015,41,14,GULF OF MEXICO,1,0,0,0,6
2195,GOM06322,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.3807073285,-91.4716653941,33.90554414784394,197,56,GULF OF MEXICO,1,0,0,0,0
2196,GOM06330,A,IN SERVICE,CHEVRON USA INC.,NONE,28.5810277472,-91.5224865373,33.90554414784394,123,47,GULF OF MEXICO,2,2,1,3,5
2197,GOM06331,A,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,28.0362246592,-90.8911957624,33.90554414784394,477,69,GULF OF MEXICO,1,0,0,0,6
2198,GOM06333,52,IN SERVICE,STONE ENERGY CORP.,NONE,28.8338418497,-90.8803697329,33.90554414784394,47,14,GULF OF MEXICO,2,2,1,3,5
2199,GOM06336,A-AUX,IN SERVICE,MCMORAN OIL & GAS LLC,BOTH,28.9829709752,-91.2190611575,32.90622861054072,12,15,GULF OF MEXICO,2,2,1,3,5
2200,GOM06337,A,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,28.9827369867,-91.218799145,34.90485968514716,12,15,GULF OF MEXICO,2,2,2,3,1
2201,GOM06339,A,IN SERVICE,"NORTHSTAR OFFSHORE GROUP, LLC",BOTH,28.7326616098,-91.6080736735,33.90554414784394,80,40,GULF OF MEXICO,1,0,0,0,0
2202,GOM06341,43,IN SERVICE,STONE ENERGY CORP.,NONE,28.892637295,-90.8305569123,33.90554414784394,25,10,GULF OF MEXICO,2,2,1,3,5
2203,GOM06346,8,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.2192245216,-91.610784605,32.90622861054072,18,16,GULF OF MEXICO,1,0,0,0,6
2204,GOM06347,9,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.2191866224,-91.6107559042,30.80082135523614,18,16,GULF OF MEXICO,1,0,0,0,6
2205,GOM06348,4,IN SERVICE,"ROOSTER PETROLEUM, LLC",NONE,29.3018950049,-91.7151861565,32.90622861054072,15,13,GULF OF MEXICO,1,0,0,0,6
2206,GOM06350,A,IN SERVICE,"MARLIN COASTAL, LLC",UNKNOWN,28.9112605849,-91.4608563158,32.90622861054072,47,25,GULF OF MEXICO,1,0,0,0,0
2207,GOM06356,C,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.2808450657,-91.8018349663,32.90622861054072,225,73,GULF OF MEXICO,1,0,0,0,0
2208,GOM06366,B,IN SERVICE,CHEVRON USA INC.,BOTH,28.5885165391,-91.5247657226,32.90622861054072,123,47,GULF OF MEXICO,0,1,4,4,4
2209,GOM06370,31,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.0093667478,-91.4852855979,32.90622861054072,50,20,GULF OF MEXICO,0,3,3,5,2
2210,GOM06371,G,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,28.7334081627,-91.2232155907,32.90622861054072,55,40,GULF OF MEXICO,2,2,1,3,5
2211,GOM06372,#8,IN SERVICE,STONE ENERGY CORP.,BOTH,28.8928285302,-90.7957954706,31.71252566735113,24,10,GULF OF MEXICO,2,2,1,3,5
2212,GOM06373,M-7,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.9758037826,-91.4848652384,34.90485968514716,38,22,GULF OF MEXICO,0,3,2,1,1
2213,GOM06374,B,IN SERVICE,"CENTURY EXPLORATION NEW ORLEANS, LLC",BOTH,28.7234451231,-91.2416461651,31.906913073237508,51,28,GULF OF MEXICO,1,0,0,0,0
2214,GOM06381,B,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,28.2483978995,-91.1326150233,31.49349760438056,251,56,GULF OF MEXICO,1,0,0,0,0
2215,GOM06382,A,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,28.2236385874,-91.1102588564,31.47433264887064,259,57,GULF OF MEXICO,1,0,0,0,0
2216,GOM06387,H,IN SERVICE,"EPL OIL & GAS, INC.",BOTH,28.504869194,-91.423367274,30.78986995208761,145,47,GULF OF MEXICO,0,1,4,4,4
2217,GOM06388,C,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,28.5069952197,-90.9027112493,30.77891854893908,110,36,GULF OF MEXICO,1,0,0,0,0
2218,GOM06390,L,IN SERVICE,"PETROQUEST ENERGY, LLC",BOTH,28.9559552531,-90.9531654247,31.200547570157426,33,6,GULF OF MEXICO,0,1,2,1,1
2219,GOM06394,1,IN SERVICE,"EPL OIL & GAS, INC.",NONE,29.3006828894,-91.8775803604,33.90554414784394,22,12,GULF OF MEXICO,1,0,0,0,0
2220,GOM06395,E-PRD,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,29.3007308873,-91.8774293557,32.90622861054072,22,12,GULF OF MEXICO,1,0,0,0,0
2221,GOM06396,2,IN SERVICE,"EPL OIL & GAS, INC.",NONE,29.300587891,-91.8774693584,30.90485968514716,22,12,GULF OF MEXICO,0,1,4,1,1
2222,GOM06397,E-DOLPHIN,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,29.300738378,-91.8775834898,23.67419575633128,22,12,GULF OF MEXICO,1,0,0,0,0
