,PC1,PC2,PC3,PC4
0,-1.9910999408838135,0.47404525450729174,-0.9687822858738093,0.9199628835767562
1,1.2103439713250563,-0.8498676439144832,1.5609983718897462,-0.6986700698890053
2,0.4015138596056145,-2.7655175952129607,-0.7438618867921596,-1.1553294586868967
3,-0.8737563978851942,-2.785422358701343,-0.21527078310547956,0.8434711067416928
4,3.290311701009397,1.8362240101503384,-3.052900381293276,-0.22038087745374188
5,-2.2351188284934884,0.9697633614744688,0.021710062988921863,-0.14544433466246226
6,1.6583020546912237,0.5034036059765077,-0.8263501189437699,1.048341578698535
7,-0.8999096897700152,-2.623694237815099,0.45644078132685584,-0.009966998028959262
8,1.6109789224174325,-0.22928573031076943,1.2234185107511584,-0.10418790528383845
9,-1.5235076986274698,0.9553007484676905,0.19886846976021474,0.2529003530143456
10,1.7283965577328648,0.2685044604701528,-0.6871692945950609,0.7286029792973425
11,-1.8030628324560856,-0.021132673676726818,0.10926834776123939,0.2465319975345388
12,1.5718953908741762,0.17890689021117712,0.9376630368099697,-0.18133587586909175
13,3.157352925228965,1.699296082059428,-3.3452436590660035,-0.08294096853170949
14,2.9512687565943683,2.7232426382381942,2.055354074896055,-0.8268438235268752
15,1.3141197366585442,-4.060618898367213,0.4495581958511842,-0.544786182186069
16,-1.546811391877346,0.6109203636532239,0.1797836913270015,-0.3041635072220589
17,-1.5957870467252875,0.24948134213767342,0.4384766611564986,1.1247802334394494
18,1.6297745442943672,-2.2397400563290044,-0.37970147241382834,-0.1409128222105946
19,3.593279987620152,0.9483219569625538,-1.6387112575704301,-1.2915518410405444
20,0.42919157468763364,3.552156412797207,1.052027742755353,1.4018400151336745
21,2.9403626374817673,2.3296508801374602,-2.5322956171207363,-1.2172556326140564
22,-1.4742829551691201,-0.6881831426288134,-0.18648404841694527,0.10754933880980547
23,2.8702959573719,-3.789219248529487,0.7973082579511865,-0.7518136873288455
24,-2.280340693326091,0.027529279594207097,-0.6728154790919497,0.06164925392838464
25,-0.7473717883230696,1.4386175641248768,0.34270563018757133,-0.10823697713338312
26,0.1744652616169492,-3.190832452164833,0.5080927237958135,0.47277006221776013
27,1.8346475297189335,-3.460715203215588,-0.9124383110124655,0.4023415329887313
28,-2.503545914571099,0.0762281713334857,-0.7337007373065129,0.5993304137294562
29,-1.5764111465314474,0.2658406641018723,-0.1493663505154679,-0.1769565546456342
30,-0.8354311585862916,-2.2268472659027103,0.7892160058802355,1.0060435129665581
31,-1.6914752746388597,1.3614993060467893,-0.5609247985237737,-0.2718859448168071
32,1.4936172297762458,-0.9917952134021023,0.11514204822153062,0.3859224995869187
33,-1.5996443689914561,1.265248063515082,-0.07091293745722232,-0.24252370445835048
34,-1.6573344778314236,0.0458097090301138,-0.6121484013123705,1.202528214810907
35,-1.6762546039447856,-0.06994716561378944,0.26628692816764904,-0.42182038575027614
36,2.173015827574349,-3.7192935632416506,-1.2451326364048012,-0.2083446616242428
37,-1.7026217766793779,0.9481680815546356,-0.23656583101920198,-0.3759668280949182
38,-1.7739493725509234,1.1421779286435922,-0.23680755620975408,-0.5375635637183622
39,-2.9616877961725727,0.44682594246217905,-1.0267474268600836,-0.04956648562249889
40,-2.2058266062559824,-0.8879405893538163,-0.7350351210124766,0.04702118726905263
41,2.76162716711832,1.758359943266178,-2.4854129759392043,-0.33799701038562785
42,-2.258040849498238,0.4108180426489902,0.2453269423785592,-0.06550414424498624
43,1.648192358769018,-1.7690720383230503,0.03614939905886183,-0.034402409038643764
44,1.9462383465157145,-3.669738101813006,-0.4896384911701871,-0.06489558465458906
45,-2.2191032821545855,-0.5284115800642816,-0.35409968905826594,-0.6003180366391575
46,-1.6389646714263582,-1.2453289075126335,-0.0680482700916432,0.034294857979362034
47,3.8639808245689715,2.599755295281142,-1.2945921423955675,-2.658009124413589
48,-1.2827853875184805,0.3097718862607745,0.18413879074507802,-0.6765182583201305
49,1.768299372640053,-2.4620689300390612,0.46459624912191444,-0.5690521438683771
50,-1.0857444266484813,0.38130938739220316,-0.4213578532815044,0.48526604137354906
51,-1.6300445968407,-1.0549603646825498,-0.06919784099551568,-0.2575791935151869
52,-2.1949433215717558,0.24714208823437472,0.5043640127888134,-0.4285696653517298
53,1.075784539022774,-1.2618458358297262,-0.18681930929656085,0.4240882697278091
54,3.822915299325445,-0.48183665710728524,1.903634066547204,-1.8494152847407672
55,1.2394240913007597,2.5189899099528503,1.6796745409913163,-0.6488469787764491
56,1.5170522614206707,-1.4611271911024333,-0.061039023171565426,-0.01610060093351641
57,0.9206035162210455,-2.325869135748954,0.3945019819593903,0.7360787332227645
58,1.3772118679849032,-1.6367132073957669,0.013746005242942394,1.2048045689227553
59,3.489677239317486,2.028726844418527,-3.8127396775488505,-0.9043435254082826
60,3.2724568731932475,1.2200752908347765,-2.4796977253491344,-0.5104022531193813
61,-3.2341492969422694,0.6308957179851353,0.5283184571609647,-0.46748480814383747
62,-2.0903460400498184,-0.28491676501139007,0.23609650568212273,-0.08432526119876899
63,-0.7351640930550067,0.4902665188996657,0.3492232127448759,-0.25933311695375466
