,PLATFRMID,NAME,STATUS,OPERNAME,COMMODITY,LATITUDE,LONGITUDE,INSTALL,REMOVAL,WATERDEPTH,DISTLAND,REGION,age,kmeans_label,ahc_label,dbscan_label
5179,GOM05268,3,REMOVED,J. M. HUBER CORP.,NONE,29.09024249,-93.1110223253,1983-01-01 00:00:00+00:00,2003/07/18 00:00:00+00,75,44,GULF OF MEXICO,40.89253935660506,0,1,0
5180,GOM05269,F,REMOVED,CHEVRON USA INC.,NONE,28.6089555539,-90.9800297316,1983-01-01 00:00:00+00:00,2012/09/14 00:00:00+00,66,30,GULF OF MEXICO,40.89253935660506,0,1,0
5181,GOM05270,A,REMOVED,"MARITECH RESOURCES, INC.",NONE,28.6918721005,-91.4060133032,1984-01-01 00:00:00+00:00,2002/07/27 00:00:00+00,97,58,GULF OF MEXICO,39.893223819301845,0,1,0
5182,GOM05271,8,REMOVED,CHEVRON USA INC.,NONE,29.4895081617,-92.4671309848,1983-01-01 00:00:00+00:00,2007/08/02 00:00:00+00,28,6,GULF OF MEXICO,40.89253935660506,0,1,0
5183,GOM05272,20,REMOVED,MURPHY EXPLORATION & PRODUCTION CO. - USA,NONE,28.7657309223,-90.2198502898,1983-01-01 00:00:00+00:00,1994/08/19 00:00:00+00,110,22,GULF OF MEXICO,40.89253935660506,0,1,0
5184,GOM05273,A,REMOVED,EL PASO PRODUCTION CO.,NONE,28.9196563955,-93.3907301005,1983-01-01 00:00:00+00:00,2001/07/08 00:00:00+00,77,60,GULF OF MEXICO,40.89253935660506,0,1,0
5185,GOM05274,J,IN SERVICE,CHEVRON USA INC.,NONE,28.5657721603,-91.5071468378,1983-01-01 00:00:00+00:00,,145,47,GULF OF MEXICO,40.89253935660506,0,1,0
5186,GOM05275,4,IN SERVICE,MCMORAN OIL & GAS LLC,BOTH,28.9768737938,-90.8268419814,1983-01-01 00:00:00+00:00,,12,7,GULF OF MEXICO,40.89253935660506,0,1,0
5187,GOM05276,20,IN SERVICE,CHEVRON USA INC.,BOTH,28.8588788693,-90.4823016588,1983-01-01 00:00:00+00:00,,54,13,GULF OF MEXICO,40.89253935660506,0,1,0
5188,GOM05277,A-LENA CT,IN SERVICE,EXXON MOBIL CORP.,BOTH,28.6629262752,-89.1578002993,1983-01-01 00:00:00+00:00,,1000,21,GULF OF MEXICO,40.89253935660506,0,1,0
5189,GOM05278,E,IN SERVICE,"W & T OFFSHORE, INC.",NONE,28.7500449168,-91.2087703232,1983-01-01 00:00:00+00:00,,47,25,GULF OF MEXICO,40.89253935660506,0,1,0
5190,GOM05279,A,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1306652906,-91.1146592745,1983-01-01 00:00:00+00:00,1995/01/19 00:00:00+00,12,7,GULF OF MEXICO,40.89253935660506,0,1,0
5191,GOM05280,9,IN SERVICE,"EPL OIL & GAS, INC.",NONE,29.4487023041,-92.1732970006,1983-01-01 00:00:00+00:00,,15,7,GULF OF MEXICO,40.89253935660506,0,1,0
5192,GOM05281,A,REMOVED,"EOG RESOURCES, INC.",NONE,29.3394646227,-93.0041418442,1985-01-01 00:00:00+00:00,1993/05/01 00:00:00+00,52,23,GULF OF MEXICO,38.8911704312115,0,1,0
5193,GOM05282,B,REMOVED,"EOG RESOURCES, INC.",NONE,29.3397486077,-93.003481828,1985-01-01 00:00:00+00:00,1993/05/01 00:00:00+00,52,23,GULF OF MEXICO,38.8911704312115,0,1,0
5194,GOM05283,B,REMOVED,CHEVRON USA INC.,NONE,28.9019187166,-89.0235768346,1983-01-01 00:00:00+00:00,2011/10/12 00:00:00+00,480,13,GULF OF MEXICO,40.89253935660506,0,1,0
5195,GOM05284,L,IN SERVICE,GOM SHELF LLC,BOTH,28.9331220056,-90.0262685093,1983-01-01 00:00:00+00:00,,100,15,GULF OF MEXICO,40.89253935660506,0,1,0
5196,GOM05285,C,REMOVED,CHEVRON USA INC.,NONE,28.6315993167,-91.0798570703,1983-01-01 00:00:00+00:00,2012/09/21 00:00:00+00,45,30,GULF OF MEXICO,40.89253935660506,0,1,0
5197,GOM05286,A,IN SERVICE,TANA EXPLORATION CO. LLC,BOTH,29.3468936541,-88.2816184828,1983-01-01 00:00:00+00:00,,212,62,GULF OF MEXICO,40.89253935660506,0,1,0
5198,GOM05287,10,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.7628445058,-90.9777824584,1983-01-01 00:00:00+00:00,2000/08/15 00:00:00+00,53,17,GULF OF MEXICO,40.89253935660506,0,1,0
5199,GOM05288,12,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.7640125345,-90.9708383608,1983-01-01 00:00:00+00:00,2000/08/13 00:00:00+00,55,17,GULF OF MEXICO,40.89253935660506,0,1,0
5200,GOM05289,A,REMOVED,KERR-MCGEE CORP.,NONE,29.4717671468,-93.4221165639,1983-01-01 00:00:00+00:00,1997/05/26 00:00:00+00,37,20,GULF OF MEXICO,40.89253935660506,0,1,0
5201,GOM05290,40,REMOVED,"COMSTOCK OFFSHORE, LLC",NONE,28.8998151314,-90.8328770244,1983-01-01 00:00:00+00:00,1999/09/02 00:00:00+00,23,10,GULF OF MEXICO,40.89253935660506,0,1,0
5202,GOM05291,44,IN SERVICE,STONE ENERGY CORP.,NONE,28.8973112221,-90.8295059636,1983-01-01 00:00:00+00:00,,20,9,GULF OF MEXICO,40.89253935660506,0,1,0
5203,GOM05292,4,REMOVED,ODECO OIL & GAS CO.,NONE,28.7784949023,-90.1931016094,1983-01-01 00:00:00+00:00,1985/12/31 00:00:00+00,103,22,GULF OF MEXICO,40.89253935660506,0,1,0
5204,GOM05293,6,IN SERVICE,CHEVRON USA INC.,BOTH,29.4850563357,-92.4727352144,1983-01-01 00:00:00+00:00,,25,5,GULF OF MEXICO,40.89253935660506,0,1,0
5205,GOM05294,7,IN SERVICE,CHEVRON USA INC.,NONE,29.492457988,-92.4586646718,1983-01-01 00:00:00+00:00,,24,4,GULF OF MEXICO,40.89253935660506,0,1,0
5206,GOM05295,A,IN SERVICE,"ARENA OFFSHORE, LP",BOTH,28.7610319647,-91.6966010205,1983-01-01 00:00:00+00:00,,88,42,GULF OF MEXICO,40.89253935660506,0,1,0
5207,GOM05296,A,IN SERVICE,MCMORAN OIL & GAS LLC,BOTH,28.1481683558,-91.9078676831,1983-01-01 00:00:00+00:00,,285,84,GULF OF MEXICO,40.89253935660506,0,1,0
5208,GOM05297,11,REMOVED,OFFSHORE ENERGY I LLC,NONE,29.097770658,-91.7578769341,1983-01-01 00:00:00+00:00,1993/11/10 00:00:00+00,22,23,GULF OF MEXICO,40.89253935660506,0,1,0
5209,GOM05298,12,REMOVED,"W & T OFFSHORE, INC.",NONE,29.0723522043,-91.7573509368,1984-01-01 00:00:00+00:00,2007/11/15 00:00:00+00,25,22,GULF OF MEXICO,39.893223819301845,0,1,0
5210,GOM05299,8,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,29.1632433832,-91.5045247491,1983-01-01 00:00:00+00:00,,22,13,GULF OF MEXICO,40.89253935660506,0,1,0
5211,GOM05300,9,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,NONE,29.1723419136,-91.5035184411,1983-01-01 00:00:00+00:00,,22,13,GULF OF MEXICO,40.89253935660506,0,1,0
5212,GOM05301,106,IN SERVICE,CHEVRON USA INC.,NONE,29.356913105,-91.9927620212,1983-01-01 00:00:00+00:00,,20,11,GULF OF MEXICO,40.89253935660506,0,1,0
5213,GOM05302,D01,REMOVED,MCMORAN OIL & GAS LLC,NONE,28.6498408534,-91.4864014338,1983-01-01 00:00:00+00:00,2003/09/14 00:00:00+00,98,37,GULF OF MEXICO,40.89253935660506,0,1,0
5214,GOM05303,4,REMOVED,FOREST OIL CORP.,NONE,29.1521380266,-92.6053566173,1983-01-01 00:00:00+00:00,1999/01/20 00:00:00+00,65,29,GULF OF MEXICO,40.89253935660506,0,1,0
5215,GOM05304,4,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.803636593,-90.9710516039,1983-01-01 00:00:00+00:00,1997/08/22 00:00:00+00,40,17,GULF OF MEXICO,40.89253935660506,0,1,0
5216,GOM05305,2,REMOVED,EL PASO PRODUCTION CO.,NONE,29.2587355044,-91.5636626708,1983-01-01 00:00:00+00:00,1988/08/27 00:00:00+00,15,18,GULF OF MEXICO,40.89253935660506,0,1,0
5217,GOM05306,13,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,29.3679908772,-93.5279535521,1984-01-01 00:00:00+00:00,,50,27,GULF OF MEXICO,39.893223819301845,0,1,0
5218,GOM05307,1,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.7802025027,-90.9305998862,1983-01-01 00:00:00+00:00,1993/09/17 00:00:00+00,56,22,GULF OF MEXICO,40.89253935660506,0,1,0
5219,GOM05308,1,REMOVED,DIAMOND SHAMROCK OFFSHORE PARTNERS LP,NONE,29.3147304828,-93.0162983661,1983-01-01 00:00:00+00:00,1991/07/22 00:00:00+00,55,30,GULF OF MEXICO,40.89253935660506,0,1,0
5220,GOM05309,1,REMOVED,KERR-MCGEE CORP.,NONE,29.6660569454,-93.0141567343,1984-01-01 00:00:00+00:00,1989/08/10 00:00:00+00,23,4,GULF OF MEXICO,39.893223819301845,0,1,0
5221,GOM05310,10,REMOVED,CHEVRON USA INC.,NONE,29.4427957625,-92.1948956182,1984-01-01 00:00:00+00:00,2006/07/24 00:00:00+00,17,8,GULF OF MEXICO,39.893223819301845,0,1,0
5222,GOM05311,114,IN SERVICE,CHEVRON USA INC.,BOTH,29.444437844,-92.0667392499,1984-01-01 00:00:00+00:00,,10,8,GULF OF MEXICO,39.893223819301845,0,1,0
5223,GOM05312,C,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.645036585,-91.0261125606,1983-01-01 00:00:00+00:00,,56,28,GULF OF MEXICO,40.89253935660506,0,1,0
5224,GOM05313,1,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.8116773059,-90.9807767761,1983-01-01 00:00:00+00:00,2000/08/04 00:00:00+00,40,17,GULF OF MEXICO,40.89253935660506,0,1,0
5225,GOM05314,5,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,29.4706389244,-92.1831980643,1984-01-01 00:00:00+00:00,,13,6,GULF OF MEXICO,39.893223819301845,0,1,0
5226,GOM05315,6,IN SERVICE,MCMORAN OIL & GAS LLC,BOTH,28.9767796153,-90.8381000327,1984-01-01 00:00:00+00:00,,29,4,GULF OF MEXICO,39.893223819301845,0,1,0
5227,GOM05316,3,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.7917457184,-90.9881157652,1984-01-01 00:00:00+00:00,1997/08/22 00:00:00+00,35,17,GULF OF MEXICO,39.893223819301845,0,1,0
5228,GOM05317,A,REMOVED,DIAMOND SHAMROCK OFFSHORE PARTNERS LP,NONE,29.3181035684,-93.0349266738,1984-01-01 00:00:00+00:00,1991/07/20 00:00:00+00,55,28,GULF OF MEXICO,39.893223819301845,0,1,0
5229,GOM05318,B,REMOVED,DIAMOND SHAMROCK OFFSHORE PARTNERS LP,NONE,29.3832531491,-92.425915544,1984-01-01 00:00:00+00:00,1995/12/12 00:00:00+00,34,12,GULF OF MEXICO,39.893223819301845,0,1,0
5230,GOM05319,21,IN SERVICE,"W & T OFFSHORE, INC.",NONE,29.1001694226,-91.7120047125,1984-01-01 00:00:00+00:00,,30,25,GULF OF MEXICO,39.893223819301845,0,1,0
5231,GOM05320,A,REMOVED,CONOCO INC.,NONE,29.0513148934,-89.8257860228,1983-01-01 00:00:00+00:00,1991/03/24 00:00:00+00,100,17,GULF OF MEXICO,40.89253935660506,0,1,0
5232,GOM05321,P,IN SERVICE,GOM SHELF LLC,BOTH,28.9487828594,-90.0834557186,1984-01-01 00:00:00+00:00,,85,12,GULF OF MEXICO,39.893223819301845,0,1,0
5233,GOM05322,1,REMOVED,STONE ENERGY CORP.,NONE,28.825565062,-90.6207111134,1962-01-01 00:00:00+00:00,2012/08/02 00:00:00+00,61,16,GULF OF MEXICO,61.89185489390828,2,1,0
5234,GOM05323,19,REMOVED,STONE ENERGY CORP.,NONE,28.825807899,-90.6208468614,1962-01-01 00:00:00+00:00,1994/12/31 00:00:00+00,61,16,GULF OF MEXICO,61.89185489390828,2,1,0
5235,GOM05324,28,REMOVED,CHEVRON USA INC.,NONE,29.0318210264,-90.1674162151,1984-01-01 00:00:00+00:00,1999/07/10 00:00:00+00,42,3,GULF OF MEXICO,39.893223819301845,0,1,0
5236,GOM05325,6,REMOVED,"ENVEN ENERGY VENTURES, LLC",NONE,29.2595465104,-91.5711908144,1984-01-01 00:00:00+00:00,2011/08/09 00:00:00+00,15,15,GULF OF MEXICO,39.893223819301845,0,1,0
5237,GOM05326,2,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.7992985083,-90.9908868416,1983-01-01 00:00:00+00:00,2000/08/06 00:00:00+00,35,18,GULF OF MEXICO,40.89253935660506,0,1,0
5238,GOM05327,9(REMOVED),REMOVED,CONOCOPHILLIPS CO.,NONE,29.4952833565,-93.63495834,1983-01-01 00:00:00+00:00,1996/12/27 00:00:00+00,32,17,GULF OF MEXICO,40.89253935660506,0,1,0
5239,GOM05328,A,REMOVED,APACHE CORP.,NONE,28.3145392367,-93.4443568085,1984-01-01 00:00:00+00:00,2001/09/08 00:00:00+00,216,85,GULF OF MEXICO,39.893223819301845,0,1,0
5240,GOM05329,A,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.7597662551,-91.0111201316,1984-01-01 00:00:00+00:00,2000/11/29 00:00:00+00,65,12,GULF OF MEXICO,39.893223819301845,0,1,0
5241,GOM05330,B,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.7593442567,-91.0118011512,1984-01-01 00:00:00+00:00,2001/06/28 00:00:00+00,65,12,GULF OF MEXICO,39.893223819301845,0,1,0
5242,GOM05331,C,IN SERVICE,CHEVRON USA INC.,BOTH,29.3491382847,-91.9886299694,1984-01-01 00:00:00+00:00,,16,12,GULF OF MEXICO,39.893223819301845,0,1,0
5243,GOM05332,C-QTR,REMOVED,CHEVRON USA INC.,NONE,29.349203281,-91.988247958,1985-01-01 00:00:00+00:00,2012/09/13 00:00:00+00,16,12,GULF OF MEXICO,38.8911704312115,0,1,0
5244,GOM05333,A,REMOVED,CHEVRON USA INC.,NONE,29.4757478285,-92.1849590648,1984-01-01 00:00:00+00:00,2000/07/11 00:00:00+00,13,8,GULF OF MEXICO,39.893223819301845,0,1,0
5245,GOM05334,9,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.7585151968,-91.0178923408,1984-01-01 00:00:00+00:00,2000/09/05 00:00:00+00,45,12,GULF OF MEXICO,39.893223819301845,0,1,0
5246,GOM05335,5,IN SERVICE,MCMORAN OIL & GAS LLC,NONE,28.9726536975,-90.8378069796,1984-01-01 00:00:00+00:00,,27,4,GULF OF MEXICO,39.893223819301845,0,1,0
5247,GOM05336,107,IN SERVICE,CHEVRON USA INC.,NONE,29.3271825518,-91.9830613326,1984-01-01 00:00:00+00:00,,20,13,GULF OF MEXICO,39.893223819301845,0,1,0
5248,GOM05337,B,REMOVED,JX NIPPON OIL EXPLORATION (USA) LTD.,NONE,28.1874701051,-93.3226675896,1984-01-01 00:00:00+00:00,2012/01/05 00:00:00+00,214,109,GULF OF MEXICO,39.893223819301845,0,1,0
5249,GOM05338,8,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.7668932724,-90.9943077276,1983-01-01 00:00:00+00:00,2000/08/22 00:00:00+00,45,20,GULF OF MEXICO,40.89253935660506,0,1,0
5250,GOM05339,10,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.7542353433,-91.0149382252,1984-01-01 00:00:00+00:00,2000/09/12 00:00:00+00,45,20,GULF OF MEXICO,39.893223819301845,0,1,0
5251,GOM05340,1,IN SERVICE,MEDCO ENERGI US LLC,BOTH,29.3053942381,-89.0509246784,1983-01-01 00:00:00+00:00,,30,5,GULF OF MEXICO,40.89253935660506,0,1,0
5252,GOM05341,3,IN SERVICE,MEDCO ENERGI US LLC,BOTH,29.3070281846,-89.0569218516,1982-01-01 00:00:00+00:00,,30,4,GULF OF MEXICO,41.89185489390828,2,1,0
5253,GOM05342,B,IN SERVICE,MEDCO ENERGI US LLC,BOTH,29.3008678301,-89.0495343926,1983-01-01 00:00:00+00:00,,40,4,GULF OF MEXICO,40.89253935660506,0,1,0
5254,GOM05343,5,IN SERVICE,MEDCO ENERGI US LLC,NATURAL GAS,29.3045062588,-89.0451465013,1983-01-01 00:00:00+00:00,,30,5,GULF OF MEXICO,40.89253935660506,0,1,0
5255,GOM05344,6,IN SERVICE,MEDCO ENERGI US LLC,BOTH,29.3109099927,-89.052697652,1983-01-01 00:00:00+00:00,,30,5,GULF OF MEXICO,40.89253935660506,0,1,0
5256,GOM05345,7,IN SERVICE,MEDCO ENERGI US LLC,NONE,29.2970766253,-89.0532478833,1983-01-01 00:00:00+00:00,,30,4,GULF OF MEXICO,40.89253935660506,0,1,0
5257,GOM05346,8,IN SERVICE,MEDCO ENERGI US LLC,NONE,29.315951769,-89.0543316288,1983-01-01 00:00:00+00:00,,30,5,GULF OF MEXICO,40.89253935660506,0,1,0
5258,GOM05347,9,IN SERVICE,MEDCO ENERGI US LLC,NONE,29.3122909506,-89.0584068205,1983-01-01 00:00:00+00:00,,30,5,GULF OF MEXICO,40.89253935660506,0,1,0
5259,GOM05348,10,IN SERVICE,MEDCO ENERGI US LLC,BOTH,29.3034253253,-89.0501316827,1983-01-01 00:00:00+00:00,,30,5,GULF OF MEXICO,40.89253935660506,0,1,0
5260,GOM05349,11,IN SERVICE,MEDCO ENERGI US LLC,NATURAL GAS,29.3035593514,-89.0595799924,1984-01-01 00:00:00+00:00,,30,4,GULF OF MEXICO,39.893223819301845,0,1,0
5261,GOM05350,12,IN SERVICE,MEDCO ENERGI US LLC,BOTH,29.2986585719,-89.0589540464,1984-01-01 00:00:00+00:00,,30,4,GULF OF MEXICO,39.893223819301845,0,1,0
5262,GOM05351,13,IN SERVICE,MEDCO ENERGI US LLC,NONE,29.3085561278,-89.0604969467,1984-01-01 00:00:00+00:00,,30,4,GULF OF MEXICO,39.893223819301845,0,1,0
5263,GOM05352,C,REMOVED,HESS CORP.,BOTH,29.4425849156,-89.0426782544,1983-01-01 00:00:00+00:00,1997/08/07 00:00:00+00,27,14,GULF OF MEXICO,40.89253935660506,0,1,0
5264,GOM05353,12,REMOVED,TEXACO EXPLORATION AND PRODUCTION INC.,NONE,29.4478344231,-92.1799731829,1984-01-01 00:00:00+00:00,1997/10/19 00:00:00+00,14,8,GULF OF MEXICO,39.893223819301845,0,1,0
5265,GOM05354,6,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,29.4715068025,-92.1764418804,1984-01-01 00:00:00+00:00,,13,6,GULF OF MEXICO,39.893223819301845,0,1,0
5266,GOM05355,24,REMOVED,CHEVRON USA INC.,NONE,28.856595145,-91.1220564441,1975-01-01 00:00:00+00:00,1987/05/18 00:00:00+00,20,23,GULF OF MEXICO,48.89253935660506,2,1,0
5267,GOM05356,20,REMOVED,CHEVRON USA INC.,NONE,29.6860740555,-93.7383828546,1984-01-01 00:00:00+00:00,2007/10/27 00:00:00+00,28,4,GULF OF MEXICO,39.893223819301845,0,1,0
5268,GOM05357,A,REMOVED,"DOMINION EXPLORATION & PRODUCTION, INC.",NONE,28.224625699,-93.4232151739,1984-01-01 00:00:00+00:00,2008/06/08 00:00:00+00,195,103,GULF OF MEXICO,39.893223819301845,0,1,0
5269,GOM05358,B,REMOVED,"DOMINION EXPLORATION & PRODUCTION, INC.",NONE,28.2238147957,-93.4231984628,1984-01-01 00:00:00+00:00,2008/06/08 00:00:00+00,195,103,GULF OF MEXICO,39.893223819301845,0,1,0
5270,GOM05359,C,REMOVED,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",NONE,28.9510396454,-92.7389718638,1984-01-01 00:00:00+00:00,2014/10/12 00:00:00+00,84,44,GULF OF MEXICO,39.893223819301845,0,1,0
5271,GOM05360,11,REMOVED,TEXACO EXPLORATION AND PRODUCTION INC.,NONE,29.4421805943,-92.1824072968,1984-01-01 00:00:00+00:00,1997/01/01 00:00:00+00,17,10,GULF OF MEXICO,39.893223819301845,0,1,0
5272,GOM05361,8,REMOVED,MCMORAN OIL & GAS LLC,NONE,28.9709897855,-90.834219941,1984-01-01 00:00:00+00:00,2002/06/26 00:00:00+00,30,6,GULF OF MEXICO,39.893223819301845,0,1,0
5273,GOM05362,A,REMOVED,SAMEDAN OIL CORP.,NONE,29.6476062297,-93.0837965547,1984-01-01 00:00:00+00:00,1997/05/27 00:00:00+00,26,8,GULF OF MEXICO,39.893223819301845,0,1,0
5274,GOM05363,37,REMOVED,"COMSTOCK OFFSHORE, LLC",NONE,28.8679355833,-90.8446747343,1984-01-01 00:00:00+00:00,1993/09/17 00:00:00+00,30,10,GULF OF MEXICO,39.893223819301845,0,1,0
5275,GOM05364,A,REMOVED,"CENTURY EXPLORATION NEW ORLEANS, LLC",NONE,29.5884213403,-88.7107667246,1984-01-01 00:00:00+00:00,2013/04/08 00:00:00+00,60,14,GULF OF MEXICO,39.893223819301845,0,1,0
5276,GOM05365,302,IN SERVICE,"EPL OIL & GAS, INC.",NONE,29.3016229441,-91.8909217134,1983-01-01 00:00:00+00:00,,23,12,GULF OF MEXICO,40.89253935660506,0,1,0
5277,GOM05366,10,IN SERVICE,CHEVRON USA INC.,NONE,29.4925670417,-92.4632358256,1984-01-01 00:00:00+00:00,,28,4,GULF OF MEXICO,39.893223819301845,0,1,0
5278,GOM05367,14,IN SERVICE,"EPL OIL & GAS, INC.",BOTH,29.4454313159,-92.1687409103,1984-01-01 00:00:00+00:00,,16,8,GULF OF MEXICO,39.893223819301845,0,1,0
5279,GOM05368,C,REMOVED,"EOG RESOURCES, INC.",NONE,29.3352912852,-92.9781724254,1985-01-01 00:00:00+00:00,1991/12/08 00:00:00+00,52,27,GULF OF MEXICO,38.8911704312115,0,1,0
5280,GOM05369,13,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.7502087324,-90.9877525424,1984-01-01 00:00:00+00:00,2000/08/17 00:00:00+00,55,17,GULF OF MEXICO,39.893223819301845,0,1,0
5281,GOM05370,111,REMOVED,CHEVRON USA INC.,NONE,29.2980535061,-91.971607946,1984-01-01 00:00:00+00:00,2000/05/18 00:00:00+00,20,18,GULF OF MEXICO,39.893223819301845,0,1,0
5282,GOM05371,B,REMOVED,STONE ENERGY CORP.,NONE,28.6635234938,-92.7201612496,1984-01-01 00:00:00+00:00,2005/03/03 00:00:00+00,118,69,GULF OF MEXICO,39.893223819301845,0,1,0
5283,GOM05372,A,REMOVED,SEAGULL ENERGY E&P INC.,NONE,29.2635010356,-91.7556105835,1984-01-01 00:00:00+00:00,1998/07/20 00:00:00+00,20,15,GULF OF MEXICO,39.893223819301845,0,1,0
5284,GOM05373,B,REMOVED,SEAGULL ENERGY E&P INC.,NONE,29.263501035,-91.7555095808,1984-01-01 00:00:00+00:00,2000/06/05 00:00:00+00,20,15,GULF OF MEXICO,39.893223819301845,0,1,0
5285,GOM05374,C,REMOVED,SEAGULL ENERGY E&P INC.,NONE,29.2633360391,-91.7555505843,1988-01-01 00:00:00+00:00,1998/07/19 00:00:00+00,20,15,GULF OF MEXICO,35.893223819301845,0,1,0
5286,GOM05375,B,REMOVED,SAMEDAN OIL CORP.,NONE,29.627820107,-93.0865329228,1984-01-01 00:00:00+00:00,1988/03/12 00:00:00+00,26,10,GULF OF MEXICO,39.893223819301845,0,1,0
5287,GOM05376,121,REMOVED,CHEVRON USA INC.,NONE,29.4222207199,-92.088574012,1984-01-01 00:00:00+00:00,2011/08/24 00:00:00+00,21,11,GULF OF MEXICO,39.893223819301845,0,1,0
5288,GOM05377,B,REMOVED,"SOCO OFFSHORE, INC.",NONE,29.1720434135,-92.13505369,1984-01-01 00:00:00+00:00,1995/09/11 00:00:00+00,32,30,GULF OF MEXICO,39.893223819301845,0,1,0
5289,GOM05378,4,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,UNKNOWN,29.1789370653,-91.5109030476,1983-01-01 00:00:00+00:00,,25,13,GULF OF MEXICO,40.89253935660506,0,1,0
5290,GOM05379,10,REMOVED,MCMORAN OIL & GAS LLC,NONE,29.5020422066,-93.630985233,1984-01-01 00:00:00+00:00,2010/10/01 00:00:00+00,34,18,GULF OF MEXICO,39.893223819301845,0,1,0
5291,GOM05380,A,REMOVED,ATLANTIC RICHFIELD CO.,NONE,29.0423607143,-92.7478995518,1984-01-01 00:00:00+00:00,1989/07/27 00:00:00+00,80,42,GULF OF MEXICO,39.893223819301845,0,1,0
5292,GOM05381,23,REMOVED,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,NONE,28.9623449942,-90.9603765077,1984-01-01 00:00:00+00:00,1993/11/28 00:00:00+00,30,6,GULF OF MEXICO,39.893223819301845,0,1,0
5293,GOM05382,C,REMOVED,"W & T OFFSHORE, INC.",NONE,28.5981724367,-91.2498618611,1984-01-01 00:00:00+00:00,2007/11/06 00:00:00+00,92,42,GULF OF MEXICO,39.893223819301845,0,1,0
5294,GOM05383,B,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.6109962354,-91.0351085102,1984-01-01 00:00:00+00:00,,70,30,GULF OF MEXICO,39.893223819301845,0,1,0
5295,GOM05384,10,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,29.158212496,-91.5057967326,1984-01-01 00:00:00+00:00,,22,14,GULF OF MEXICO,39.893223819301845,0,1,0
5296,GOM05385,CC,REMOVED,CHEVRON USA INC.,NONE,28.984459983,-91.8538492419,1984-01-01 00:00:00+00:00,2008/08/26 00:00:00+00,58,29,GULF OF MEXICO,39.893223819301845,0,1,0
5297,GOM05386,B,REMOVED,CHEVRON USA INC.,NONE,28.1619742361,-91.6410653773,1984-01-01 00:00:00+00:00,2009/09/23 00:00:00+00,305,90,GULF OF MEXICO,39.893223819301845,0,1,0
5298,GOM05387,A,REMOVED,HESS CORP.,NONE,29.4335584901,-89.0656012331,1984-01-01 00:00:00+00:00,1996/09/09 00:00:00+00,17,10,GULF OF MEXICO,39.893223819301845,0,1,0
5299,GOM05388,B,REMOVED,HESS CORP.,NONE,29.4337954774,-89.0653202193,1984-01-01 00:00:00+00:00,1997/08/07 00:00:00+00,17,10,GULF OF MEXICO,39.893223819301845,0,1,0
5300,GOM05389,22,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.9410541177,-90.7021480322,1984-01-01 00:00:00+00:00,,37,8,GULF OF MEXICO,39.893223819301845,0,1,0
5301,GOM05390,16,REMOVED,TEXACO EXPLORATION AND PRODUCTION INC.,NONE,29.4337316871,-92.1748661744,1984-01-01 00:00:00+00:00,1997/01/20 00:00:00+00,17,10,GULF OF MEXICO,39.893223819301845,0,1,0
5302,GOM05391,13,IN SERVICE,"EPL OIL & GAS, INC.",NONE,29.43874386,-92.1949616562,1984-01-01 00:00:00+00:00,,15,7,GULF OF MEXICO,39.893223819301845,0,1,0
5303,GOM05392,9,REMOVED,KERR-MCGEE CORP.,NONE,28.9136476469,-90.4944920409,1984-01-01 00:00:00+00:00,1993/11/04 00:00:00+00,53,6,GULF OF MEXICO,39.893223819301845,0,1,0
5304,GOM05393,9,IN SERVICE,CHEVRON USA INC.,BOTH,29.4877571504,-92.4628678562,1984-01-01 00:00:00+00:00,,28,4,GULF OF MEXICO,39.893223819301845,0,1,0
