,PLATFRMID,NAME,STATUS,OPERNAME,COMMODITY,LATITUDE,LONGITUDE,INSTALL,REMOVAL,WATERDEPTH,DISTLAND,REGION,age,kmeans_label,ahc_label,dbscan_label
0,GOM00001,1,REMOVED,"MERIT ENERGY CO., LLC",NONE,29.4751448832,-93.8130031241,1998-01-05 00:00:00+00:00,2010/06/09 00:00:00+00,38,12,GULF OF MEXICO,25.880903490759753,0,1,0
1,GOM00002,C,REMOVED,APACHE CORP.,NONE,29.1753931703,-94.3719668304,1997-02-28 00:00:00+00:00,2013/08/08 00:00:00+00,54,23,GULF OF MEXICO,26.732375085557837,0,1,0
2,GOM00003,1,REMOVED,"CAIRN ENERGY USA, INC.",NONE,28.9541660185,-93.0147565168,1997-08-26 00:00:00+00:00,2003/06/29 00:00:00+00,76,50,GULF OF MEXICO,26.24229979466119,0,1,0
3,GOM00004,9,REMOVED,APACHE CORP.,NONE,29.0683064761,-89.795079994,1997-07-22 00:00:00+00:00,2007/11/04 00:00:00+00,97,15,GULF OF MEXICO,26.338124572210816,0,1,0
4,GOM00005,CAIS.#21(PLF.CF,IN SERVICE,CHEVRON USA INC.,BOTH,28.89890326,-90.5044168323,1997-06-19 00:00:00+00:00,,55,11,GULF OF MEXICO,26.428473648186174,0,1,0
5,GOM00006,B,REMOVED,WALTER OIL & GAS CORP.,NONE,29.1157744585,-88.768342948,1997-08-15 00:00:00+00:00,2009/09/26 00:00:00+00,283,16,GULF OF MEXICO,26.272416153319643,0,1,0
6,GOM00007,E-1,IN SERVICE,"W & T OFFSHORE, INC.",NONE,29.0623297969,-91.2971779914,1977-08-30 00:00:00+00:00,,15,7,GULF OF MEXICO,46.23134839151266,2,1,0
7,GOM00008,F,REMOVED,"W & T OFFSHORE, INC.",NONE,29.1245644681,-91.1884704249,1997-08-30 00:00:00+00:00,2010/11/28 00:00:00+00,15,7,GULF OF MEXICO,26.23134839151266,0,1,0
8,GOM00009,D,REMOVED,"MARINER ENERGY, INC.",NONE,28.2939859775,-93.9763083798,1997-08-13 00:00:00+00:00,2008/09/29 00:00:00+00,187,93,GULF OF MEXICO,26.27789185489391,0,1,0
9,GOM00010,6,REMOVED,"W & T OFFSHORE, INC.",NONE,28.8535730447,-92.1423568874,1997-07-20 00:00:00+00:00,2009/07/19 00:00:00+00,93,50,GULF OF MEXICO,26.34360027378508,0,1,0
10,GOM00011,A,REMOVED,"PETROQUEST ENERGY, LLC",NONE,29.1395424982,-92.9897078633,1997-08-05 00:00:00+00:00,2003/09/23 00:00:00+00,70,52,GULF OF MEXICO,26.299794661190965,0,1,0
11,GOM00012,E,IN SERVICE,"W & T OFFSHORE, INC.",NONE,29.1202421396,-91.1792256304,1997-08-30 00:00:00+00:00,,12,7,GULF OF MEXICO,26.23134839151266,0,1,0
12,GOM00013,7,REMOVED,"ENVEN ENERGY VENTURES, LLC",NONE,29.2651850306,-91.5708902687,1996-10-11 00:00:00+00:00,2011/07/21 00:00:00+00,13,15,GULF OF MEXICO,27.11567419575633,0,1,0
13,GOM00014,"11""A""",IN SERVICE,"WHITNEY OIL & GAS, LLC",NONE,28.9601772535,-89.2747337103,1996-04-10 00:00:00+00:00,,82,4,GULF OF MEXICO,27.619438740588638,0,1,0
14,GOM00015,D,IN SERVICE,ANKOR ENERGY LLC,BOTH,28.6067977977,-92.0736007322,1997-11-21 00:00:00+00:00,,136,61,GULF OF MEXICO,26.0041067761807,0,1,0
15,GOM00016,C,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.2733023227,-91.8661036455,1997-08-02 00:00:00+00:00,,228,76,GULF OF MEXICO,26.308008213552363,0,1,0
16,GOM00017,JB,IN SERVICE,"ARENA OFFSHORE, LP",BOTH,28.8479373092,-90.5241017623,1997-09-05 00:00:00+00:00,,64,14,GULF OF MEXICO,26.21492128678987,0,1,0
17,GOM00018,JC,REMOVED,FIELDWOOD ENERGY LLC,NONE,28.850361687,-90.517345362,1997-09-05 00:00:00+00:00,2014/09/06 00:00:00+00,63,14,GULF OF MEXICO,26.21492128678987,0,1,0
18,GOM00019,186,REMOVED,CHEVRON USA INC.,NONE,29.453510639,-92.0568634245,1997-07-29 00:00:00+00:00,2014/06/02 00:00:00+00,14,7,GULF OF MEXICO,26.31895961670089,0,1,0
19,GOM00020,6,REMOVED,STONE ENERGY CORP.,NONE,29.4084308769,-92.3591894629,1997-11-28 00:00:00+00:00,2007/10/11 00:00:00+00,25,10,GULF OF MEXICO,25.984941820670773,0,1,0
20,GOM00021,B,REMOVED,THE HOUSTON EXPLORATION CO.,NONE,28.8321488176,-92.7604386699,1997-10-10 00:00:00+00:00,2001/02/07 00:00:00+00,95,60,GULF OF MEXICO,26.119096509240247,0,1,0
21,GOM00022,F,REMOVED,"MARITECH RESOURCES, INC.",NONE,28.7534889111,-91.9206382454,1997-10-06 00:00:00+00:00,2013/06/09 00:00:00+00,100,49,GULF OF MEXICO,26.130047912388775,0,1,0
22,GOM00023,F,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.1615965314,-92.989493274,1997-01-01 00:00:00+00:00,,248,100,GULF OF MEXICO,26.8911704312115,0,1,0
23,GOM00024,196,IN SERVICE,"EPL OIL & GAS, INC.",BOTH,29.2951620964,-91.8761503051,1997-08-08 00:00:00+00:00,,23,12,GULF OF MEXICO,26.29158110882957,0,1,0
24,GOM00025,2,REMOVED,CHEVRON USA INC.,NONE,29.9683556982,-88.523800503,1997-08-17 00:00:00+00:00,1998/03/27 00:00:00+00,89,22,GULF OF MEXICO,26.26694045174538,0,1,0
25,GOM00026,A,IN SERVICE,"TRANSCONTINENTAL GAS PIPE LINE CO., LLC",UNKNOWN,29.3476619562,-88.1133126503,1998-01-01 00:00:00+00:00,,282,53,GULF OF MEXICO,25.89185489390828,0,1,0
26,GOM00027,14,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.9885034104,-91.4492390386,1997-10-08 00:00:00+00:00,,37,20,GULF OF MEXICO,26.12457221081451,0,1,0
27,GOM00028,24,REMOVED,FIELDWOOD ENERGY LLC,NONE,29.0458866844,-91.4505078438,1997-08-20 00:00:00+00:00,2014/10/17 00:00:00+00,24,17,GULF OF MEXICO,26.258726899383984,0,1,0
28,GOM00029,A,REMOVED,"VASTAR RESOURCES, INC.",NONE,29.5124605145,-88.3041606475,1998-03-04 00:00:00+00:00,2004/02/23 00:00:00+00,163,48,GULF OF MEXICO,25.72210814510609,0,1,0
29,GOM00030,C,REMOVED,FIELDWOOD ENERGY OFFSHORE LLC,NONE,28.6447245189,-90.8885643977,1997-11-10 00:00:00+00:00,2012/10/29 00:00:00+00,55,27,GULF OF MEXICO,26.034223134839152,0,1,0
30,GOM00031,A,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,29.9032767794,-88.4848403777,1997-08-12 00:00:00+00:00,,99,19,GULF OF MEXICO,26.28062970568104,0,1,0
31,GOM00032,A,REMOVED,WILLIAMS PRODUCTION RMT CO.,NONE,27.5572544649,-96.8159043296,1997-11-30 00:00:00+00:00,2002/07/22 00:00:00+00,125,25,GULF OF MEXICO,25.97946611909651,0,1,0
32,GOM00033,A,REMOVED,MURPHY EXPLORATION & PRODUCTION CO. - USA,NONE,28.2392703109,-91.3375948724,1997-12-02 00:00:00+00:00,2005/08/06 00:00:00+00,265,60,GULF OF MEXICO,25.973990417522245,0,1,0
33,GOM00034,TEMP.CAIS.#1,REMOVED,MARATHON OIL CO.,NONE,29.574665339,-93.5606499317,1997-03-19 00:00:00+00:00,1999/06/05 00:00:00+00,35,15,GULF OF MEXICO,26.680355920602327,0,1,0
34,GOM00035,#2,IN SERVICE,"PETROQUEST ENERGY, LLC",UNKNOWN,28.7665549291,-93.4477280436,1997-09-29 00:00:00+00:00,,95,66,GULF OF MEXICO,26.1492128678987,0,1,0
35,GOM00036,D,IN SERVICE,"PETROQUEST ENERGY, LLC",NATURAL GAS,28.7666764175,-93.447867918,2008-04-15 00:00:00+00:00,,95,66,GULF OF MEXICO,15.605749486652977,0,1,0
36,GOM00037,B,REMOVED,MCMORAN OIL & GAS LLC,NONE,28.3709954132,-93.4586035405,1997-09-26 00:00:00+00:00,2008/07/19 00:00:00+00,181,100,GULF OF MEXICO,26.157426420260094,0,1,0
37,GOM00038,B,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.5107931555,-90.6787007595,1997-09-18 00:00:00+00:00,,110,36,GULF OF MEXICO,26.17932922655715,0,1,0
38,GOM00039,A,IN SERVICE,"W & T OFFSHORE, INC.",NATURAL GAS,28.9998529177,-89.7368284093,1997-10-17 00:00:00+00:00,,140,19,GULF OF MEXICO,26.099931553730322,0,1,0
39,GOM00040,A,REMOVED,APACHE CORP.,NONE,29.5678133919,-88.8346616557,1997-08-16 00:00:00+00:00,2013/11/22 00:00:00+00,46,9,GULF OF MEXICO,26.269678302532512,0,1,0
40,GOM00041,A-GENESIS SPAR,IN SERVICE,CHEVRON USA INC.,BOTH,27.7795236114,-90.5189753758,1998-07-21 00:00:00+00:00,,2590,60,GULF OF MEXICO,25.34154688569473,1,1,0
41,GOM00042,#14,REMOVED,NEWFIELD EXPLORATION CO.,NONE,29.2814073294,-92.7299548806,1997-09-26 00:00:00+00:00,1999/08/23 00:00:00+00,57,23,GULF OF MEXICO,26.157426420260094,0,1,0
42,GOM00043,A,IN SERVICE,"ENTERPRISE FIELD SERVICES, LLC",BOTH,27.9440307967,-92.8773836764,1998-03-25 00:00:00+00:00,,443,113,GULF OF MEXICO,25.66461327857632,0,1,0
43,GOM00044,B,IN SERVICE,ATP OIL & GAS CORP.,UNKNOWN,28.2566345064,-95.5653229399,1997-10-04 00:00:00+00:00,,116,31,GULF OF MEXICO,26.135523613963038,0,1,0
44,GOM00045,CAIS.#198,IN SERVICE,CHEVRON USA INC.,NONE,29.3446591463,-91.9972198919,1997-09-09 00:00:00+00:00,,17,12,GULF OF MEXICO,26.203969883641342,0,1,0
45,GOM00046,1,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,29.0685708592,-92.2122978146,1998-01-01 00:00:00+00:00,2004/01/12 00:00:00+00,62,27,GULF OF MEXICO,25.89185489390828,0,1,0
46,GOM00047,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.8834178227,-92.9866449713,1998-05-05 00:00:00+00:00,,86,52,GULF OF MEXICO,25.5523613963039,0,1,0
47,GOM00048,B,REMOVED,"MARINER ENERGY, INC.",NONE,28.4689068275,-93.9751999026,1997-12-07 00:00:00+00:00,2011/10/27 00:00:00+00,146,74,GULF OF MEXICO,25.960301163586585,0,1,0
48,GOM00049,B(FMR.A),REMOVED,NEWFIELD EXPLORATION CO.,NONE,28.3256324763,-93.1068871093,1997-11-02 00:00:00+00:00,2005/05/27 00:00:00+00,185,100,GULF OF MEXICO,26.05612594113621,0,1,0
49,GOM00050,A,REMOVED,JX NIPPON OIL EXPLORATION (USA) LTD.,NONE,28.2740580851,-93.3271648796,1997-09-25 00:00:00+00:00,2009/07/14 00:00:00+00,187,100,GULF OF MEXICO,26.16016427104723,0,1,0
50,GOM00051,A,REMOVED,GRYPHON EXPLORATION CO.,NONE,29.1234692502,-91.4538904145,1998-01-04 00:00:00+00:00,2009/10/18 00:00:00+00,22,18,GULF OF MEXICO,25.883641341546884,0,1,0
51,GOM00052,A-CINNAMON,IN SERVICE,APACHE CORP.,UNKNOWN,27.8765491002,-91.8729513414,1998-09-23 00:00:00+00:00,,670,98,GULF OF MEXICO,25.166324435318277,0,1,0
52,GOM00053,12,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.2164031819,-91.5922132018,1997-11-19 00:00:00+00:00,,21,15,GULF OF MEXICO,26.00958247775496,0,1,0
53,GOM00054,B,REMOVED,BADGER OIL CORP.,NONE,28.448544059,-93.7056234457,1997-10-22 00:00:00+00:00,2012/10/07 00:00:00+00,158,84,GULF OF MEXICO,26.086242299794662,0,1,0
54,GOM00055,2,REMOVED,"APACHE SHELF, INC.",NONE,29.2162916836,-91.6011622482,1997-11-20 00:00:00+00:00,2013/09/14 00:00:00+00,21,15,GULF OF MEXICO,26.00684462696783,0,1,0
55,GOM00056,A,REMOVED,APACHE CORP.,NONE,28.5816085799,-90.9644941699,1997-09-29 00:00:00+00:00,2005/05/11 00:00:00+00,78,42,GULF OF MEXICO,26.1492128678987,0,1,0
56,GOM00057,CAIS.#15,REMOVED,STONE ENERGY CORP.,NONE,29.6437833321,-93.5868716751,1997-02-19 00:00:00+00:00,2013/04/13 00:00:00+00,34,7,GULF OF MEXICO,26.757015742642025,0,1,0
57,GOM00058,A,REMOVED,"MARITECH RESOURCES, INC.",NONE,29.2557865287,-93.3661263134,1998-01-27 00:00:00+00:00,2007/11/04 00:00:00+00,53,40,GULF OF MEXICO,25.82067077344285,0,1,0
58,GOM00059,JA,REMOVED,SHELL OFFSHORE INC.,NONE,28.9099133243,-93.1387354288,1997-11-24 00:00:00+00:00,2001/12/23 00:00:00+00,79,51,GULF OF MEXICO,25.9958932238193,0,1,0
59,GOM00060,JA,REMOVED,APACHE CORP.,NONE,28.8579443701,-91.6713623776,1997-11-10 00:00:00+00:00,2005/05/14 00:00:00+00,72,30,GULF OF MEXICO,26.034223134839152,0,1,0
60,GOM00061,B,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",NONE,28.4503610695,-93.2204432255,1997-12-27 00:00:00+00:00,,157,85,GULF OF MEXICO,25.905544147843944,0,1,0
61,GOM00062,JA,REMOVED,APACHE CORP.,NONE,29.1802145262,-88.7649908309,1997-11-20 00:00:00+00:00,2007/08/08 00:00:00+00,248,30,GULF OF MEXICO,26.00684462696783,0,1,0
62,GOM00063,B,REMOVED,NEWFIELD EXPLORATION CO.,NONE,29.3461647644,-88.8280548899,1997-11-02 00:00:00+00:00,2006/09/28 00:00:00+00,158,15,GULF OF MEXICO,26.05612594113621,0,1,0
63,GOM00064,CAIS.#195,REMOVED,CHEVRON USA INC.,NONE,29.3715864187,-91.9935486696,1997-11-16 00:00:00+00:00,2003/09/02 00:00:00+00,16,15,GULF OF MEXICO,26.017796030116358,0,1,0
64,GOM00065,CAIS.#1,REMOVED,STONE ENERGY CORP.,NONE,29.247362438,-91.7778557969,1998-07-24 00:00:00+00:00,2008/05/20 00:00:00+00,23,25,GULF OF MEXICO,25.333333333333332,0,1,0
65,GOM00066,A,REMOVED,"EP ENERGY MANAGEMENT, LLC",NONE,29.481385735,-88.2306762641,1998-02-10 00:00:00+00:00,2002/09/11 00:00:00+00,161,75,GULF OF MEXICO,25.782340862423,0,1,0
66,GOM00067,A (VIRGO),IN SERVICE,"W & T ENERGY VI, LLC",BOTH,29.1821502831,-88.1677490563,1999-09-17 00:00:00+00:00,,1130,50,GULF OF MEXICO,24.18343600273785,0,1,0
67,GOM00068,A,REMOVED,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",NONE,28.8531694093,-91.4891958035,1998-12-17 00:00:00+00:00,2013/03/30 00:00:00+00,60,30,GULF OF MEXICO,24.933607118412045,0,1,0
68,GOM00069,E,IN SERVICE,TALOS ENERGY OFFSHORE LLC,NONE,28.8396959836,-90.6337562295,1998-10-25 00:00:00+00:00,,61,25,GULF OF MEXICO,25.078713210130047,0,1,0
69,GOM00070,15,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.9835417578,-91.45031898,1997-12-15 00:00:00+00:00,,35,20,GULF OF MEXICO,25.93839835728953,0,1,0
70,GOM00071,CAISSON #2,REMOVED,EL PASO PRODUCTION GOM INC.,NONE,28.6933646423,-93.1384645746,1997-11-08 00:00:00+00:00,2005/07/01 00:00:00+00,102,70,GULF OF MEXICO,26.039698836413415,0,1,0
71,GOM00072,JA,IN SERVICE,"FAIRWAYS OFFSHORE EXPLORATION, INC.",UNKNOWN,29.2290739623,-94.4645441667,1998-01-30 00:00:00+00:00,,52,17,GULF OF MEXICO,25.812457221081452,0,1,0
72,GOM00073,A,REMOVED,"CENTURY EXPLORATION NEW ORLEANS, LLC",NONE,28.3371722822,-93.3461410332,1998-01-28 00:00:00+00:00,2014/09/30 00:00:00+00,184,95,GULF OF MEXICO,25.817932922655714,0,1,0
73,GOM00074,C,REMOVED,FOREST OIL CORP.,NONE,28.005192136,-94.136217898,1997-12-20 00:00:00+00:00,2007/08/15 00:00:00+00,280,100,GULF OF MEXICO,25.924709103353866,0,1,0
74,GOM00075,A,REMOVED,"MARITECH RESOURCES, INC.",NONE,28.3916635905,-93.1989007374,1998-01-01 00:00:00+00:00,2008/07/09 00:00:00+00,171,91,GULF OF MEXICO,25.89185489390828,0,1,0
75,GOM00076,B,REMOVED,STONE ENERGY CORP.,NONE,29.1885354444,-91.5955445862,1998-12-22 00:00:00+00:00,2000/12/03 00:00:00+00,25,15,GULF OF MEXICO,24.919917864476385,0,1,0
76,GOM00077,A,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",BOTH,28.7194429799,-91.3256475348,1998-05-10 00:00:00+00:00,,66,32,GULF OF MEXICO,25.53867214236824,0,1,0
77,GOM00078,A(FMR CAIS#1),REMOVED,APACHE CORP.,NONE,28.6645046296,-90.4512308728,1998-07-17 00:00:00+00:00,2013/06/11 00:00:00+00,70,26,GULF OF MEXICO,25.352498288843258,0,1,0
78,GOM00079,BJ,REMOVED,MCMORAN OIL & GAS LLC,NONE,28.9351179491,-92.5340606882,1998-07-02 00:00:00+00:00,2008/08/14 00:00:00+00,93,41,GULF OF MEXICO,25.39356605065024,0,1,0
79,GOM00080,1,REMOVED,"SPN RESOURCES, LLC",NONE,29.2154763984,-93.5705763999,1998-04-16 00:00:00+00:00,2007/09/04 00:00:00+00,52,37,GULF OF MEXICO,25.60438056125941,0,1,0
80,GOM00081,B,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.5159010624,-90.2775196855,1998-01-25 00:00:00+00:00,,110,37,GULF OF MEXICO,25.82614647501711,0,1,0
81,GOM00082,CAIS.#33,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.979414822,-91.4844266439,1998-01-01 00:00:00+00:00,,41,22,GULF OF MEXICO,25.89185489390828,0,1,0
82,GOM00083,33 AUX,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,28.9793295744,-91.4844265127,2010-02-17 00:00:00+00:00,,41,22,GULF OF MEXICO,13.763175906913073,0,1,0
83,GOM00084,CAIS.#1,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.926823676,-91.7530684969,1998-05-23 00:00:00+00:00,,64,35,GULF OF MEXICO,25.503080082135522,0,1,0
84,GOM00085,B,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",NONE,29.3958886532,-93.3125758745,1998-07-06 00:00:00+00:00,,34,25,GULF OF MEXICO,25.38261464750171,0,1,0
85,GOM00086,B,REMOVED,NEWFIELD EXPLORATION CO.,NONE,28.278306574,-95.4882342743,1998-03-24 00:00:00+00:00,2007/08/09 00:00:00+00,118,25,GULF OF MEXICO,25.66735112936345,0,1,0
86,GOM00087,A,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,28.0537780751,-90.5477248465,1998-10-16 00:00:00+00:00,,557,66,GULF OF MEXICO,25.10335386721424,0,1,0
87,GOM00088,D,REMOVED,EL PASO PRODUCTION GOM INC.,NONE,28.4279327145,-93.0316804975,1998-02-17 00:00:00+00:00,2001/10/14 00:00:00+00,150,70,GULF OF MEXICO,25.763175906913073,0,1,0
88,GOM00089,CAIS.#23,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.126684813,-91.7190073168,1998-02-08 00:00:00+00:00,,12,24,GULF OF MEXICO,25.78781656399726,0,1,0
89,GOM00090,197,REMOVED,"EP ENERGY E&P CO., LP",NONE,29.4662755651,-92.1520882913,1998-01-10 00:00:00+00:00,2013/10/25 00:00:00+00,12,7,GULF OF MEXICO,25.867214236824093,0,1,0
90,GOM00091,CAIS.#11,REMOVED,JX NIPPON OIL EXPLORATION (USA) LTD.,NONE,29.321660369,-92.1099634439,1998-04-08 00:00:00+00:00,2010/12/07 00:00:00+00,18,20,GULF OF MEXICO,25.626283367556468,0,1,0
91,GOM00092,A,REMOVED,SENECA RESOURCES CORP.,NONE,28.3244923299,-92.2830462552,1998-01-22 00:00:00+00:00,2010/08/06 00:00:00+00,206,74,GULF OF MEXICO,25.83436002737851,0,1,0
92,GOM00093,1,REMOVED,APACHE CORP.,NONE,29.1808638058,-93.9795838953,1998-03-25 00:00:00+00:00,2008/12/06 00:00:00+00,56,30,GULF OF MEXICO,25.66461327857632,0,1,0
93,GOM00094,CAIS.#1(PLTF. A,IN SERVICE,CHEVRON USA INC.,UNKNOWN,30.0016184059,-88.5517701468,1998-03-15 00:00:00+00:00,,85,14,GULF OF MEXICO,25.691991786447637,0,1,0
94,GOM00095,A(FMR CAIS.#1),REMOVED,"MARITECH RESOURCES, INC.",NONE,28.6131910888,-91.433903494,1998-05-22 00:00:00+00:00,2004/08/22 00:00:00+00,105,48,GULF OF MEXICO,25.505817932922657,0,1,0
95,GOM00096,A,IN SERVICE,WALTER OIL & GAS CORP.,NONE,28.3843700136,-90.5289980877,1998-03-05 00:00:00+00:00,,154,55,GULF OF MEXICO,25.71937029431896,0,1,0
96,GOM00097,CAIS.#1,REMOVED,WESTPORT RESOURCES CORP.,NONE,29.097362669,-91.5362563506,1998-02-05 00:00:00+00:00,2002/07/07 00:00:00+00,27,30,GULF OF MEXICO,25.796030116358658,0,1,0
97,GOM00098,D(FMR.CAIS.#16),REMOVED,"APACHE SHELF, INC.",NONE,29.3955848895,-93.200517928,1998-11-29 00:00:00+00:00,2013/10/09 00:00:00+00,49,25,GULF OF MEXICO,24.982888432580424,0,1,0
98,GOM00099,A,REMOVED,STONE ENERGY CORP.,NONE,29.0957085157,-94.7360426093,1998-02-09 00:00:00+00:00,2008/12/31 00:00:00+00,63,12,GULF OF MEXICO,25.78507871321013,0,1,0
99,GOM00100,A,REMOVED,SAMEDAN OIL CORP.,NONE,28.2106038184,-92.2613231225,1998-05-06 00:00:00+00:00,2005/08/25 00:00:00+00,227,84,GULF OF MEXICO,25.54962354551677,0,1,0
100,GOM00101,I,REMOVED,"W & T OFFSHORE, INC.",NONE,28.615226342,-91.6562137955,1998-05-23 00:00:00+00:00,2012/05/28 00:00:00+00,119,49,GULF OF MEXICO,25.503080082135522,0,1,0
101,GOM00102,A,REMOVED,THE HOUSTON EXPLORATION CO.,NONE,29.2659501107,-94.5244642178,1998-05-28 00:00:00+00:00,2004/04/02 00:00:00+00,52,11,GULF OF MEXICO,25.489390828199863,0,1,0
102,GOM00103,A,REMOVED,SENECA RESOURCES CORP.,NONE,28.9875612912,-89.5566734925,1999-05-02 00:00:00+00:00,2001/04/24 00:00:00+00,87,40,GULF OF MEXICO,24.56125941136208,0,1,0
103,GOM00104,2,REMOVED,STONE ENERGY CORP.,NONE,29.5157808496,-92.7762580398,1998-11-08 00:00:00+00:00,2007/04/01 00:00:00+00,41,8,GULF OF MEXICO,25.0403832991102,0,1,0
104,GOM00105,7,IN SERVICE,CHEVRON USA INC.,NONE,29.1990015557,-91.5977563762,1998-03-15 00:00:00+00:00,,24,16,GULF OF MEXICO,25.691991786447637,0,1,0
105,GOM00106,A,REMOVED,NEWFIELD EXPLORATION CO.,NONE,28.2470043341,-93.811116962,1998-04-09 00:00:00+00:00,2005/10/20 00:00:00+00,211,80,GULF OF MEXICO,25.623545516769337,0,1,0
106,GOM00107,CAIS.#1,REMOVED,FOREST OIL CORP.,NONE,29.279598262,-91.632953798,1998-05-05 00:00:00+00:00,2012/06/20 00:00:00+00,15,16,GULF OF MEXICO,25.5523613963039,0,1,0
107,GOM00108,CAIS..#3,REMOVED,"ENERGY RESOURCE TECHNOLOGY, INC.",NONE,28.833506946,-93.1223075066,1998-05-13 00:00:00+00:00,2004/03/30 00:00:00+00,85,60,GULF OF MEXICO,25.530458590006845,0,1,0
108,GOM00109,CAIS.#34,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.9738690316,-91.4862538729,1998-07-20 00:00:00+00:00,,44,22,GULF OF MEXICO,25.34428473648186,0,1,0
109,GOM00110,C  #4,REMOVED,NEXEN PETROLEUM USA INC.,NONE,29.3314501976,-92.4069984613,1998-04-24 00:00:00+00:00,2014/05/02 00:00:00+00,29,14,GULF OF MEXICO,25.582477754962355,0,1,0
110,GOM00111,A-HOOVER SPAR,IN SERVICE,EXXON MOBIL CORP.,BOTH,26.9393627454,-94.6888975515,2000-04-25 00:00:00+00:00,,4825,137,GULF OF MEXICO,23.578370978781656,1,0,0
111,GOM00112,I,IN SERVICE,CHEVRON USA INC.,BOTH,28.9454747333,-90.366001272,1998-05-05 00:00:00+00:00,,53,7,GULF OF MEXICO,25.5523613963039,0,1,0
112,GOM00113,A,REMOVED,CHEVRON USA INC.,NONE,29.8534434639,-88.3959089989,1998-03-30 00:00:00+00:00,2007/07/14 00:00:00+00,113,90,GULF OF MEXICO,25.650924024640656,0,1,0
113,GOM00114,A,REMOVED,"EP ENERGY E&P CO., LP",NONE,28.5270903161,-90.1446204287,1998-05-16 00:00:00+00:00,2007/04/30 00:00:00+00,191,32,GULF OF MEXICO,25.522245037645447,0,1,0
114,GOM00115,A,REMOVED,JX NIPPON OIL EXPLORATION (USA) LTD.,NONE,29.4306116236,-88.1169217847,1998-08-14 00:00:00+00:00,2011/02/24 00:00:00+00,175,72,GULF OF MEXICO,25.27583846680356,0,1,0
115,GOM00116,C,IN SERVICE,"CENTURY EXPLORATION NEW ORLEANS, LLC",BOTH,28.7393584247,-91.2532876157,1998-05-10 00:00:00+00:00,,51,28,GULF OF MEXICO,25.53867214236824,0,1,0
116,GOM00117,B,REMOVED,APACHE CORP.,NONE,28.2227151505,-93.1794326794,1998-06-30 00:00:00+00:00,2014/10/12 00:00:00+00,203,99,GULF OF MEXICO,25.399041752224505,0,1,0
117,GOM00118,P,IN SERVICE,"DESTIN PIPELINE CO., LLC",UNKNOWN,29.3432401187,-88.067119152,1998-09-01 00:00:00+00:00,,300,55,GULF OF MEXICO,25.22655715263518,0,1,0
118,GOM00119,CAIS.#1,REMOVED,APACHE CORP.,NONE,29.0318441853,-91.5124350019,1998-08-01 00:00:00+00:00,2013/09/10 00:00:00+00,32,20,GULF OF MEXICO,25.311430527036276,0,1,0
119,GOM00120,1,REMOVED,STONE ENERGY CORP.,NONE,29.0167400701,-90.515728357,1999-03-31 00:00:00+00:00,2012/07/26 00:00:00+00,30,3,GULF OF MEXICO,24.648870636550306,0,1,0
120,GOM00121,B(FMR CAIS.#3),REMOVED,MCMORAN OIL & GAS LLC,NONE,28.9619179547,-92.8543395984,1998-05-05 00:00:00+00:00,2009/07/29 00:00:00+00,78,55,GULF OF MEXICO,25.5523613963039,0,1,0
121,GOM00122,CAIS.#35,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.9923262836,-91.4776778438,1998-01-24 00:00:00+00:00,,38,21,GULF OF MEXICO,25.828884325804243,0,1,0
122,GOM00123,BB(FMR CAIS.#1),IN SERVICE,EXXON MOBIL CORP.,NATURAL GAS,30.1491878791,-88.145592508,1984-03-01 00:00:00+00:00,,52,5,GULF OF MEXICO,39.728952772073924,0,1,0
123,GOM00124,A,REMOVED,"ENERGY RESOURCE TECHNOLOGY, INC.",NONE,28.5963289549,-90.4801879712,1998-05-09 00:00:00+00:00,2008/12/18 00:00:00+00,96,35,GULF OF MEXICO,25.541409993155373,0,1,0
124,GOM00125,JA,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.0569135307,-94.0231506638,1998-07-11 00:00:00+00:00,,235,96,GULF OF MEXICO,25.36892539356605,0,1,0
